iter	RMSE
638	22.70380831
639	22.69751672
640	22.68634173
641	22.6819275
642	22.6692597
643	22.66441595
644	22.65817858
645	22.6493012
646	22.63615246
647	22.6305591
648	22.62439699
649	22.61669636
650	22.60638467
651	22.60302977
652	22.58478355
653	22.58145167
654	22.57306513
655	22.56740001
656	22.56198977
657	22.55430994
658	22.55100245
659	22.53496619
660	22.52417773
661	22.51958615
662	22.51630679
663	22.51163766
664	22.50852606
665	22.5042454
666	22.50100964
667	22.49779399
668	22.49475944
669	22.48430655
670	22.48112988
671	22.47567633
672	22.47252286
673	22.46954716
674	22.46517552
675	22.44809621
676	22.4326259
677	22.4274424
678	22.42431805
679	22.41622645
680	22.40846335
681	22.3915321
682	22.37748337
683	22.37331156
684	22.36883914
685	22.35509101
686	22.3519789
687	22.34263435
688	22.33954286
689	22.33356085
690	22.32283275
691	22.31106349
692	22.30572719
693	22.29001799
694	22.28515092
695	22.28106557
696	22.26958673
697	22.26297108
698	22.25989819
699	22.25684449
700	22.25380932
701	22.25078613
702	22.24779073
703	22.24235804
704	22.23724813
705	22.22087389
706	22.2174356
707	22.21355784
708	22.20605625
709	22.19710658
710	22.18937472
711	22.18639859
712	22.18343836
713	22.18049385
714	22.17757504
715	22.17109309
716	22.16819196
717	22.16543387
718	22.16086677
719	22.1579905
720	22.14552519
721	22.14266933
722	22.13779503
723	22.13508517
724	22.13200076
725	22.12585396
726	22.1200129
727	22.11641963
728	22.11360483
729	22.10690202
730	22.09726621
731	22.0922069
732	22.08940742
733	22.08478925
734	22.08097291
735	22.07771728
736	22.07493988
737	22.06578396
738	22.05851279
739	22.05006505
740	22.04301557
741	22.04025263
742	22.03655342
743	22.03381298
744	22.01781258
745	22.01005615
746	22.00732489
747	21.98597529
748	21.98325681
749	21.97534206
750	21.9726424
751	21.96132869
752	21.95710307
753	21.95442085
754	21.94799257
755	21.94315822
756	21.93896196
757	21.93628524
758	21.92707781
759	21.92442302
760	21.91888942
761	21.91625505
762	21.90591951
763	21.89095516
764	21.88336208
765	21.87795202
766	21.86503366
767	21.85980918
768	21.85629041
769	21.84675992
770	21.84188681
771	21.83310132
772	21.82955573
773	21.82692524
774	21.82430491
775	21.81762468
776	21.81227756
777	21.80967131
778	21.80708343
779	21.80207421
780	21.7995026
781	21.79329962
782	21.79050754
783	21.78693608
784	21.78438479
785	21.77963497
786	21.7756325
787	21.7693443
788	21.75892372
789	21.74464894
790	21.73346983
791	21.73092464
792	21.72839656
793	21.7217878
794	21.71073672
795	21.70586771
796	21.70076508
797	21.69613869
798	21.68919144
799	21.67310069
800	21.67059047
801	21.66560139
802	21.66158391
803	21.65909723
804	21.65184301
805	21.64792725
806	21.64264573
807	21.6339472
808	21.63146641
809	21.62447363
810	21.62203036
811	21.61077901
812	21.60570057
813	21.60118061
814	21.59361439
815	21.58978298
816	21.58732877
817	21.56936166
818	21.5667028
819	21.5609702
820	21.55484149
821	21.55240769
822	21.54885512
823	21.54284017
824	21.54042023
825	21.53782292
826	21.53525627
827	21.53272187
828	21.53021862
829	21.51383536
830	21.51136017
831	21.50892258
832	21.5065157
833	21.50413327
834	21.50177622
835	21.48292978
836	21.48059646
837	21.47479074
838	21.4724817
839	21.46587294
840	21.46359651
841	21.45768215
842	21.45542844
843	21.44453421
844	21.43985488
845	21.43585396
846	21.43213559
847	21.42335647
848	21.4188053
849	21.41041653
850	21.40159503
851	21.39824206
852	21.39595998
853	21.39092838
854	21.38001259
855	21.37527902
856	21.36877431
857	21.35531581
858	21.35036823
859	21.34808916
860	21.34585744
861	21.34361086
862	21.33234999
863	21.3298079
864	21.32586781
865	21.31392332
866	21.30604773
867	21.28872229
868	21.28629045
869	21.2840717
870	21.27773152
871	21.27117507
872	21.26587752
873	21.26185875
874	21.25515651
875	21.25096394
876	21.24873343
877	21.24651402
878	21.2378791
879	21.23234184
880	21.22784917
881	21.22549755
882	21.22260666
883	21.22021705
884	21.21631033
885	21.20809342
886	21.20313078
887	21.20076979
888	21.19529255
889	21.19131625
890	21.18913564
891	21.18681164
892	21.18393554
893	21.18060901
894	21.17844716
895	21.17616574
896	21.17391494
897	21.17168955
898	21.16948795
899	21.1673123
900	21.1651598
901	21.16303402
902	21.16093626
903	21.1439343
904	21.14028495
905	21.13820545
906	21.13614507
907	21.12739465
908	21.12020756
909	21.11816872
910	21.1161486
911	21.10723353
912	21.10523417
913	21.09981317
914	21.09562636
915	21.09278074
916	21.08901824
917	21.08586888
918	21.08078329
919	21.07176192
920	21.06282494
921	21.05326594
922	21.05057669
923	21.04852921
924	21.03736095
925	21.03145954
926	21.02671879
927	21.02237386
928	21.00597302
929	21.00395335
930	20.99956313
931	20.9944667
932	20.98963998
933	20.97328696
934	20.9654646
935	20.95687356
936	20.95320761
937	20.9375689
938	20.92195321
939	20.91632939
940	20.90597852
941	20.90146274
942	20.88446774
943	20.88242404
944	20.87293895
945	20.86387581
946	20.86137909
947	20.84638236
948	20.84434389
949	20.84231281
950	20.83208144
951	20.82867391
952	20.82131845
953	20.81444775
954	20.81022508
955	20.806693
956	20.80429207
957	20.79123451
958	20.78368791
959	20.7816614
960	20.77326496
961	20.76331471
962	20.75934724
963	20.74967993
964	20.73936179
965	20.72996757
966	20.71715491
967	20.71399433
968	20.71197268
969	20.70265788
970	20.6986026
971	20.6895501
972	20.68587034
973	20.68386142
974	20.68186026
975	20.67798487
976	20.67024293
977	20.66616505
978	20.65738126
979	20.65538698
980	20.65340053
981	20.64335012
982	20.6292683
983	20.62733744
984	20.62492866
985	20.6169875
986	20.6150194
987	20.60154383
988	20.59952455
989	20.59757617
990	20.59562415
991	20.59205568
992	20.58831268
993	20.5863676
994	20.58442931
995	20.57591556
996	20.5712022
997	20.56927677
998	20.56736264
999	20.56339601
